ID,Asset,Log
3325,Application,httpd[48505]: Successful login: user=admin ip=172.18.66.233 session=27aeb5c2
3326,WebServer,May 20 20:02:15 k8s-worker-02 apache2[17166]: Successful login: user=sarah ip=203.0.113.139.97 session=ca330375
3327,Database,May 10 06:58:12 file-server mongodb[20506]: Successfully authenticated as principal dbadmin on test
3328,Other,2025/05/17 20:22:57 proxy-01 mariadb[12336]: User readonly connected to database development from 172.16.108.189
3329,Windows,2025-05-11T01:23:23.657960Z monitoring-01 Logon Type: 3. New Logon: Security ID: S-1-5-21-762427-8202 Account Name: sarah Account Domain: WORKGROUP
3330,Database,2025-05-03 21:22:06 proxy-01 postgres[40471]: User readonly connected to database test from 10.0.128.250
3331,Database,Apr 27 10:27:50 db-master mongodb[9838]: Successfully authenticated as principal dbadmin on master
3332,Other,2025/05/22 11:47:26 db-slave-01 tomcat[30427]: User [dbadmin] successfully authenticated via local
3333,Application,"[INFO] SecurityManager - Login successful for user: git, IP: 172.16.147.156"
3334,Database,2025-05-21T07:58:48.657960Z loadbalancer mongodb[41363]: Successfully authenticated as principal readonly on production
3335,Other,2025/05/22 18:22:06 k8s-worker-02 mariadb[35446]: User app_user connected to database development from 172.17.214.138
3336,Windows,2025/05/09 21:08:49 file-server Windows Logon: User CORPORATE\git logged on successfully from 198.51.100.96.128
3337,Database,May 14 21:41:01 db-slave-01 postgres[47270]: LOG:  connection authorized: user=readonly database=master
3338,Database,May 01 21:07:49 web-prod-01 mongodb[57477]: Successfully authenticated as principal readonly on admin
3339,SSH,2025-05-25 19:13:51 monitoring-01 sshd[7971]: Successful authentication for deploy from 203.0.113.80.87 port 50190
3340,Database,2025-04-30 00:36:26 auth-server mysql[43894]: Access granted for user 'backup'@'172.16.206.211' (using password: YES)
3341,Windows,Windows Logon: User CORPORATE\sarah logged on successfully from 198.51.100.96.211
3342,Other,[27/Apr/2025:19:49:40 +0000] app-server-01 mariadb[59106]: User dbadmin connected to database production from 192.168.161.137
3343,Linux,gdm-password][60824]: pam_unix(gdm-password:session): session opened for user admin by (uid=0)
3344,Database,[05/May/2025:09:23:39 +0000] k8s-master-01 Oracle Audit: LOGON: USER: 'app_user' PRIVILEGE: 'SYSOPER' SUCCESS
3345,SSH,sshd[64776]: pam_unix(sshd:session): session opened for user dbadmin by (uid=0)
3346,SSH,2025-05-15 03:03:50 proxy-01 sshd[34314]: Accepted publickey for audit from 203.0.113.50.184 port 58003 ssh2: RSA SHA256:e3181d1efba1
3347,WebServer,apache2[62079]: Successful login: user=david ip=10.0.173.89 session=627ae08f
3348,Linux,login[15969]: pam_unix(login:session): session opened for user demo by LOGIN(uid=0)
3349,Linux,2025-05-17T15:29:58.657960Z auth-server gdm-password][64320]: pam_unix(gdm-password:session): session opened for user analyst by (uid=0)
3350,Application,"[INFO] SecurityManager - Login successful for user: backup, IP: 100.64.178.165"
3351,Database,May 02 13:38:11 k8s-worker-02 mongodb[9485]: Successfully authenticated as principal readonly on admin
3352,Database,[08/May/2025:04:29:43 +0000] ad-controller-01 postgres[2427]: LOG:  connection authorized: user=dbadmin database=master
3353,WebServer,nginx[8936]: User 'alice' logged in successfully from 203.0.113.246.155
3354,Linux,2025-05-08 20:20:58 monitoring-01 su[34798]: + pts/5 admin:test
3355,Linux,[20/May/2025:14:27:44 +0000] web-prod-01 su[45469]: + pts/1 nginx:web_admin
3356,Windows,Logon Type: 10. New Logon: Security ID: S-1-5-21-994769-4546 Account Name: test Account Domain: WORKGROUP
3357,Windows,2025-05-06T18:54:43.657960Z k8s-worker-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-749464-1336 Logon Type: 7
3358,WebServer,May 11 21:20:53 vpn-gateway nginx[7203]: User 'netadmin' logged in successfully from 172.18.197.127
3359,SSH,2025-04-27T13:59:05.657960Z db-slave-01 sshd[25315]: Successful authentication for root from 172.16.99.172 port 47120
3360,Database,Oracle Audit: LOGON: USER: 'app_user' PRIVILEGE: 'SYSDBA' SUCCESS
3361,SSH,sshd[34647]: User sysadmin from 100.64.127.170 authenticated successfully
3362,Linux,2025-05-15 14:27:41 loadbalancer sudo: pam_unix(sudo:session): session opened for user git by sarah(uid=1830)
3363,Linux,sudo: pam_unix(sudo:session): session opened for user gitlab by support(uid=1409)
3364,Windows,Logon Type: 2. New Logon: Security ID: S-1-5-21-539782-6765 Account Name: demo Account Domain: INTERNAL
3365,Database,2025-05-06T08:07:58.657960Z app-server-01 postgres[55471]: User backup connected to database production from 203.0.113.189.58
3366,Linux,gdm-password][20579]: pam_unix(gdm-password:session): session opened for user nagios by (uid=0)
3367,SSH,sshd[25868]: User devops from 2001:db8::735 authenticated successfully
3368,Linux,sudo: netadmin : TTY=pts/9 ; PWD=/home/netadmin ; USER=dbuser ; COMMAND=/usr/bin/vim
3369,Windows,Windows Logon: User CORPORATE\nginx logged on successfully from 203.0.113.59.132
3370,SSH,2025-05-07 16:34:01 vpn-gateway sshd[13666]: User developer from 203.0.113.231.56 authenticated successfully
3371,Application,2025/05/03 11:34:05 file-server Special privileges assigned to new logon: User: CORPORATE\david Privileges: SeRestorePrivilege
3372,Windows,May 18 02:06:30 auth-server Windows Logon: User INTERNAL\gitlab logged on successfully from 10.0.80.221
3373,Windows,[26/Apr/2025:23:51:38 +0000] vpn-gateway Windows Logon: User WORKGROUP\david logged on successfully from 172.18.2.248
3374,SSH,Apr 28 05:35:25 ad-controller-01 sshd[30521]: pam_unix(sshd:session): session opened for user netadmin by (uid=0)
3375,SSH,2025/05/18 13:51:00 k8s-worker-02 sshd[62453]: Accepted password for guest from 198.51.100.116.34 port 40620 ssh2
3376,Database,May 04 14:29:30 app-server-01 postgres[41582]: LOG:  connection authorized: user=backup database=admin
3377,SSH,sshd[26703]: Accepted keyboard-interactive for apache from 198.51.100.178.78 port 55120 ssh2: RSA SHA256:0805e8f03749
3378,Database,Oracle Audit: LOGON: USER: 'backup' PRIVILEGE: 'NORMAL' SUCCESS
3379,WebServer,[04/May/2025:17:37:28 +0000] ad-controller-01 apache2[29391]: Auth: user service@company.com : authentication successful
3380,SSH,sshd[55909]: User web_admin from 203.0.113.57.218 authenticated successfully
3381,SSH,2025-04-30T09:35:10.657960Z web-prod-02 sshd[14358]: pam_unix(sshd:session): session opened for user mary by (uid=0)
3382,Windows,2025-05-13 08:41:26 web-prod-02 Windows Logon: User CORPORATE\monitoring logged on successfully from 10.0.102.155
3383,WebServer,Apr 27 03:20:04 loadbalancer apache2[8839]: Auth: user backup@corp.local : authentication successful
3384,Database,2025/05/05 07:10:14 proxy-01 Oracle Audit: LOGON: USER: 'backup' PRIVILEGE: 'SYSOPER' SUCCESS
3385,Database,mysql[36334]: User replication connected to database master from 172.17.117.90
3386,Other,[29/Apr/2025:21:08:02 +0000] app-server-01 mariadb[45994]: User backup connected to database development from 172.18.236.129
3387,Application,"2025/05/05 20:39:54 k8s-worker-01 [INFO] SecurityManager - Login successful for user: www-data, IP: 2001:db8::c72"
3388,Database,postgres[64377]: User dbadmin connected to database test from 2001:db8::a34
3389,Database,2025-05-05T02:34:05.658969Z db-master Oracle Audit: LOGON: USER: 'replication' PRIVILEGE: 'NORMAL' SUCCESS
3390,Application,2025-05-24 00:29:23 web-prod-01 httpd[27759]: Successful login: user=devops ip=10.0.204.58 session=c4a85294
3391,SSH,2025-05-25 11:00:56 app-server-01 sshd[60159]: pam_unix(sshd:session): session opened for user analyst by (uid=0)
3392,WebServer,May 13 05:06:44 ldap-master apache2[40639]: Auth: user jennifer@TEST : authentication successful
3393,Windows,Apr 28 23:20:41 proxy-01 Windows Logon: User CORPORATE\service logged on successfully from 10.0.110.230
3394,Database,2025/05/26 11:57:14 loadbalancer mysql[55739]: Access granted for user 'replication'@'192.168.105.228' (using password: YES)
3395,Linux,2025-05-04T12:00:17.658969Z jenkins-master su[45455]: + pts/7 developer:mysql
3396,SSH,sshd[16104]: Accepted password for sarah from 2001:db8::421 port 64458 ssh2
3397,SSH,Apr 27 08:18:31 ldap-master sshd[23776]: User operator from 172.16.198.39 authenticated successfully
3398,Application,httpd[64259]: Successful login: user=nginx ip=203.0.113.20.154 session=f7b24762
3399,Database,mysql[14910]: Access granted for user 'readonly'@'172.16.114.236' (using password: YES)
3400,SSH,2025-05-14T23:21:31.658969Z monitoring-01 sshd[22454]: Successful authentication for dbuser from 172.16.109.130 port 45646
3401,WebServer,May 02 19:01:24 file-server nginx[52631]: Successful login: user=david ip=192.168.31.31 session=82de074d
3402,Windows,2025/05/12 11:47:37 db-slave-01 An account was successfully logged on. Subject: Security ID: S-1-5-21-945136-5070 Logon Type: 7
3403,Linux,2025-05-14 23:13:57 k8s-worker-02 su[19268]: Successful su for mysql by audit
3404,Other,tomcat[11864]: User [operator] successfully authenticated via LDAP
3405,Application,"[INFO] SecurityManager - Login successful for user: service, IP: 172.18.201.133"
3406,Application,Special privileges assigned to new logon: User: WORKGROUP\apache Privileges: SeRestorePrivilege
3407,Database,2025/05/26 06:41:24 loadbalancer postgres[51210]: LOG:  connection authorized: user=backup database=development
3408,Linux,May 12 10:50:46 app-server-01 login[45331]: pam_unix(login:session): session opened for user jenkins by LOGIN(uid=0)
3409,WebServer,2025-04-27 11:56:23 proxy-02 nginx[56713]: User 'alice' logged in successfully from 172.17.214.77
3410,Database,2025/05/10 21:48:56 backup-server mysql[49241]: Access granted for user 'backup'@'100.64.253.152' (using password: YES)
3411,Application,Special privileges assigned to new logon: User: WORKGROUP\david Privileges: SeBackupPrivilege
3412,Database,Oracle Audit: LOGON: USER: 'readonly' PRIVILEGE: 'NORMAL' SUCCESS
3413,WebServer,apache2[11389]: Auth: user devops@company.com : authentication successful
3414,Linux,2025-05-03 10:37:34 web-prod-02 login[19391]: pam_unix(login:session): session opened for user jenkins by LOGIN(uid=0)
3415,Database,[18/May/2025:12:40:45 +0000] proxy-02 postgres[37634]: LOG:  connection authorized: user=backup database=production
3416,Linux,sudo: pam_unix(sudo:session): session opened for user developer by bob(uid=1149)
3417,Windows,2025/05/06 16:04:47 k8s-worker-01 Windows Logon: User WORKGROUP\nagios logged on successfully from 10.0.193.15
3418,Windows,2025-05-21 05:11:13 auth-server An account was successfully logged on. Subject: Security ID: S-1-5-21-284766-6176 Logon Type: 10
3419,SSH,2025-05-23T13:06:00.658969Z file-server sshd[59299]: Successful authentication for service from 192.168.135.18 port 43006
3420,Database,[18/May/2025:14:30:56 +0000] db-slave-01 postgres[17022]: LOG:  connection authorized: user=backup database=master
3421,SSH,Apr 26 19:59:10 proxy-02 sshd[12389]: Accepted publickey for nagios from 198.51.100.55.222 port 58319 ssh2: RSA SHA256:74e7b8134a51
3422,SSH,2025/04/26 10:12:02 mail-server sshd[16265]: pam_unix(sshd:session): session opened for user dbuser by (uid=0)
3423,SSH,2025-05-07T19:59:03.658969Z db-master sshd[8964]: Successful authentication for administrator from 2001:db8::21a4 port 64473
3424,SSH,[20/May/2025:19:36:43 +0000] proxy-02 sshd[64211]: Accepted publickey for nginx from 100.64.80.100 port 40241 ssh2: RSA SHA256:ed16e43dd122
3425,SSH,2025-05-09 19:49:42 gitlab-runner-01 sshd[52547]: User dbuser from 172.17.223.36 authenticated successfully
3426,Application,2025-05-14 20:08:51 db-master Special privileges assigned to new logon: User: INTERNAL\root Privileges: SeBackupPrivilege
3427,SSH,[21/May/2025:12:40:33 +0000] ad-controller-01 sshd[23552]: Successful authentication for demo from 192.168.250.231 port 42275
3428,Linux,2025-05-25 17:42:53 ad-controller-01 su[13777]: Successful su for sysadmin by root
3429,Windows,[14/May/2025:20:45:18 +0000] db-slave-01 Logon Type: 11. New Logon: Security ID: S-1-5-21-426878-1080 Account Name: test Account Domain: INTERNAL
3430,Database,2025/04/30 16:00:04 backup-server mysql[3380]: Access granted for user 'readonly'@'2001:db8::2492' (using password: YES)
3431,Linux,2025-05-24 21:24:54 monitoring-01 su[24751]: Successful su for john by deploy
3432,Database,2025-05-19 01:36:46 k8s-worker-01 postgres[32807]: LOG:  connection authorized: user=app_user database=production
3433,Database,mysql[4611]: Access granted for user 'replication'@'192.168.123.80' (using password: YES)
3434,WebServer,2025-05-10T11:14:30.658969Z backup-server apache2[42403]: Successful login: user=security ip=172.17.61.145 session=af0773c4
3435,Windows,[14/May/2025:18:01:23 +0000] k8s-master-01 Logon Type: 11. New Logon: Security ID: S-1-5-21-435632-9263 Account Name: root Account Domain: WORKGROUP
3436,SSH,sshd[47751]: Accepted publickey for git from 10.0.69.101 port 51885 ssh2
3437,SSH,2025/05/04 13:19:52 ad-controller-01 sshd[38850]: Accepted publickey for devops from 203.0.113.223.216 port 51821 ssh2: RSA SHA256:ca923716eec6
3438,Linux,May 26 19:20:25 ldap-master systemd-logind[7401]: New session 515 of user demo.
3439,Windows,2025-04-26T23:06:48.658969Z k8s-worker-01 Logon Type: 10. New Logon: Security ID: S-1-5-21-880276-1259 Account Name: analyst Account Domain: CORPORATE
3440,Database,2025/05/05 01:46:15 file-server mongodb[42549]: Successfully authenticated as principal readonly on production
3441,Windows,Windows Logon: User WORKGROUP\devops logged on successfully from 172.16.3.37
3442,WebServer,2025-05-17T20:28:29.658969Z proxy-01 apache2[65164]: Successful login: user=nagios ip=172.17.99.201 session=b546ae67
3443,SSH,2025-04-26T05:41:44.658969Z ad-controller-01 sshd[62315]: Successful authentication for dbadmin from 10.0.222.76 port 51905
3444,Windows,2025-05-01 08:00:39 monitoring-01 Logon Type: 10. New Logon: Security ID: S-1-5-21-853820-6735 Account Name: dbuser Account Domain: INTERNAL
3445,Linux,[06/May/2025:06:37:31 +0000] jenkins-master sudo: developer : TTY=pts/0 ; PWD=/home/developer ; USER=administrator ; COMMAND=/bin/su
3446,Database,2025/05/13 22:34:36 mail-server postgres[10887]: LOG:  connection authorized: user=app_user database=admin
3447,Application,"[INFO] SecurityManager - Login successful for user: sarah, IP: 10.0.116.108"
3448,Application,"2025-05-09 14:09:37 db-master [INFO] SecurityManager - Login successful for user: test, IP: 192.168.25.100"
3449,Database,mysql[41210]: Access granted for user 'app_user'@'198.51.100.159.162' (using password: YES)
3450,Application,[13/May/2025:07:20:31 +0000] loadbalancer Special privileges assigned to new logon: User: CORPORATE\git Privileges: SeBackupPrivilege
3451,Other,tomcat[12113]: User [www-data] successfully authenticated via LDAP
3452,Application,May 06 11:55:54 monitoring-01 Special privileges assigned to new logon: User: WORKGROUP\helpdesk Privileges: SeBackupPrivilege
3453,Linux,2025-04-26 00:49:01 k8s-worker-02 sudo: pam_unix(sudo:session): session opened for user bob by app_user(uid=1011)
3454,WebServer,apache2[8721]: Successful login: user=system ip=192.168.200.90 session=b5476445
3455,SSH,May 09 06:26:46 k8s-worker-02 sshd[13763]: pam_unix(sshd:session): session opened for user git by (uid=0)
3456,Database,mongodb[52887]: Successfully authenticated as principal backup on master
3457,WebServer,apache2[56351]: Auth: user nagios@INTERNAL : authentication successful
3458,Application,"2025/05/19 18:55:03 k8s-master-01 [INFO] SecurityManager - Login successful for user: git, IP: 172.17.131.117"
3459,Database,[13/May/2025:15:34:02 +0000] file-server mongodb[28827]: Successfully authenticated as principal replication on test
3460,Linux,2025/05/25 12:18:22 db-master su[63113]: + pts/3 administrator:nagios
3461,WebServer,apache2[45907]: Auth: user jennifer@TEST : authentication successful
3462,Database,May 08 19:13:57 mail-server mongodb[54127]: Successfully authenticated as principal replication on production
3463,WebServer,2025-05-20T20:11:31.658969Z jenkins-master nginx[57734]: User 'postgres' logged in successfully from 100.64.65.187
3464,SSH,2025-05-03T13:15:23.658969Z web-prod-01 sshd[23574]: Accepted keyboard-interactive for monitoring from 198.51.100.192.144 port 44682 ssh2: RSA SHA256:2822ec7d5e26
3465,Database,[26/Apr/2025:11:45:25 +0000] jenkins-master mysql[17733]: Access granted for user 'backup'@'172.17.188.89' (using password: YES)
