ID,Asset,Log
2504,WebServer,2025-05-17 21:33:44 vpn-gateway nginx[26778]: 172.16.233.235 - - [907917] 'DELETE /images/logo.png HTTP/1.1' sent 55575
2505,Cron,[18/May/2025:02:07:14 +0000] k8s-worker-02 anacron[65284]: Job 'cron.daily' started
2506,Linux,systemd[1]: Stopped PostgreSQL - Database Server.
2507,Container,2025/05/18 01:05:44 monitoring-01 docker[15685]: Container 24d188c9e555 removed
2508,WebServer,2025-05-14T15:41:00.043734Z ldap-master nginx[41630]: 172.16.41.244 - - [659448] 'GET /api/data HTTP/1.1' bounced 76625
2509,Database,May 24 04:31:01 file-server mysql[27166]: InnoDB: Buffer pool initialized
2510,Linux,systemd[1]: Stopped Docker - Message Queue.
2511,Database,2025-04-30T11:58:47.043734Z web-prod-01 postgres[3324]: LOG: checkpoint starting: time
2512,WebServer,2025/05/07 11:55:06 mail-server nginx[50590]: 172.16.181.74 - - [245978] 'POST /api/data HTTP/1.1' sent 7001
2513,System,kernel: [UFW BLOCK] IN=eth1 OUT= MAC=67:5b:92:f8:c8:37 SRC=192.168.108.18 DST=172.16.183.42
2514,Linux,2025-04-27T07:27:19.043734Z ad-controller-01 systemd[1]: Stopped Nginx - Database Server.
2515,WebServer,2025/05/01 20:04:45 ldap-master nginx[41387]: 10.0.185.102 - - [867716] 'POST /index.html HTTP/1.1' deferred 1337
2516,System,[02/May/2025:00:23:14 +0000] ad-controller-01 kernel: [452967] usb 1-2: new high-speed USB device number 5 using xhci_hcd
2517,Linux,2025/05/22 19:13:01 proxy-01 systemd[1]: Started MySQL - Database Server.
2518,Container,May 02 06:07:10 web-prod-02 docker[53550]: Container 22be7184e2d4 started
2519,Cron,anacron[27039]: Job 'cron.monthly' started
2520,Cron,[20/May/2025:10:14:57 +0000] ldap-master CRON[34479]: (zabbix) CMD (php /var/www/cron.php)
2521,Cron,[12/May/2025:01:43:33 +0000] loadbalancer CRON[37317]: (netadmin) CMD (/usr/local/bin/backup.sh)
2522,Linux,2025-05-20 18:26:30 db-slave-01 systemd[1]: Stopped Nginx - Message Queue.
2523,Other,NetworkManager[15880]: <info> (eth0): device state change: ip-config -> activated
2524,System,[13/May/2025:08:25:50 +0000] monitoring-01 kernel: Out of memory: Kill process 10771 (node) score 468 or sacrifice child
2525,Other,2025/05/14 01:49:45 app-server-01 dhclient[28995]: DHCPREQUEST on eth0 to 172.17.164.136 port 67
2526,Email,2025/05/02 08:41:42 app-server-01 dovecot[7269]: imap(developer): Disconnected: shutdown in=3288 out=49151
2527,WebServer,2025/04/26 05:09:12 backup-server apache2[19174]: 100.64.91.45 - - [879939] 'POST /api/data HTTP/1.1' deferred 10705
2528,System,2025-05-12 19:07:53 file-server kernel: Out of memory: Kill process 47724 (chrome) score 266 or sacrifice child
2529,Container,2025-05-22 01:04:40 db-master docker[52043]: Container 145a91775c2f created
2530,Linux,[20/May/2025:23:58:31 +0000] gitlab-runner-01 systemd[1]: Started Nginx - Web Server.
2531,Cron,anacron[22499]: Job 'cron.daily' started
2532,System,kernel: Out of memory: Kill process 41447 (python) score 955 or sacrifice child
2533,Container,containerd[34654]: time='855128' level=info msg='Container stopped'
2534,WebServer,May 02 10:04:01 mail-server apache2[62111]: 192.168.210.89 - - [294095] 'POST /api/data HTTP/1.1' deferred 57797
2535,WebServer,2025-05-13 22:18:44 jenkins-master apache2[31951]: 203.0.113.157.162 - - [942290] 'DELETE /api/data HTTP/1.1' deferred 43748
2536,Database,postgres[57181]: LOG: checkpoint starting: checkpoint
2537,Cron,2025-05-26 01:21:23 k8s-master-01 anacron[45920]: Job 'cron.daily' started
2538,Email,2025/05/09 22:10:22 ad-controller-01 dovecot[34375]: imap(jenkins): Disconnected: checkpoint in=2872 out=22271
2539,Cron,CRON[20395]: (guest) CMD (/usr/bin/updatedb)
2540,Cron,CRON[44581]: (service) CMD (/usr/local/bin/backup.sh)
2541,WebServer,apache2[31698]: 100.64.134.203 - - [338619] 'GET /css/style.css HTTP/1.1' bounced 31380
2542,Container,containerd[1258]: time='406433' level=info msg='Image pulled'
2543,Database,2025/04/30 19:58:22 vpn-gateway mysql[44414]: InnoDB: Buffer pool initialized
2544,Database,2025/05/13 20:31:58 k8s-master-01 mysql[8876]: InnoDB: Starting crash recovery
2545,Other,[11/May/2025:22:18:41 +0000] vpn-gateway NetworkManager[12732]: <info> (eth1): device state change: ip-config -> activated
2546,Linux,2025/05/03 19:39:12 web-prod-01 systemd[1]: Started Docker - Web Server.
2547,System,"2025/05/11 07:10:53 k8s-worker-02 kernel: CPU4: Temperature above threshold, cpu clock throttled"
2548,Database,May 09 15:00:13 ad-controller-01 postgres[18794]: LOG: checkpoint starting: checkpoint
2549,Database,2025-05-26 10:15:26 jenkins-master postgres[3178]: LOG: checkpoint starting: time
2550,WebServer,nginx[30230]: 2001:db8::2709 - - [174483] 'POST /api/data HTTP/1.1' bounced 40987
2551,System,"kernel: CPU6: Temperature above threshold, cpu clock throttled"
2552,WebServer,2025-05-18 20:54:16 mail-server apache2[6206]: 192.168.20.7 - - [530535] 'GET /api/data HTTP/1.1' deferred 75215
2553,Database,postgres[22132]: LOG: checkpoint starting: checkpoint
2554,System,"Apr 27 19:16:52 k8s-worker-02 kernel: CPU5: Temperature above threshold, cpu clock throttled"
2555,System,"2025-04-29T13:57:14.044734Z web-prod-02 kernel: CPU6: Temperature above threshold, cpu clock throttled"
2556,Cron,[04/May/2025:05:57:28 +0000] monitoring-01 anacron[13566]: Job 'cron.monthly' started
2557,System,kernel: Out of memory: Kill process 3271 (chrome) score 167 or sacrifice child
2558,Cron,May 25 15:16:56 auth-server CRON[6602]: (postgres) CMD (/usr/local/bin/backup.sh)
2559,WebServer,2025/05/06 05:24:49 k8s-worker-01 nginx[61369]: 172.18.57.111 - - [313984] 'POST /index.html HTTP/1.1' bounced 33114
2560,Email,dovecot[23535]: imap(operator): Disconnected: xlog in=5285 out=24213
2561,Container,containerd[2306]: time='204973' level=info msg='Container exec started'
2562,System,2025-05-24 10:15:14 k8s-worker-01 kernel: [879255] usb 2-7: new high-speed USB device number 8 using xhci_hcd
2563,Other,[28/Apr/2025:15:59:55 +0000] mail-server dhclient[28535]: DHCPREQUEST on eth0 to 2001:db8::1a00 port 67
2564,Database,postgres[33600]: LOG: checkpoint starting: shutdown
2565,System,kernel: Out of memory: Kill process 62004 (python) score 354 or sacrifice child
2566,Linux,2025-05-07T21:05:29.045733Z app-server-01 systemd[1]: Started Apache - Web Server.
2567,System,[19/May/2025:05:48:11 +0000] db-master kernel: Out of memory: Kill process 7503 (chrome) score 294 or sacrifice child
2568,System,[20/May/2025:18:44:48 +0000] proxy-01 kernel: Out of memory: Kill process 28017 (java) score 325 or sacrifice child
2569,Cron,2025/05/16 12:29:10 db-slave-01 anacron[57142]: Job 'cron.daily' started
2570,Container,2025-05-12T12:47:58.045733Z k8s-master-01 docker[31031]: Container cc25f4ed6a7e started
2571,System,2025/05/18 17:24:20 proxy-02 kernel: [806747] usb 3-1: new high-speed USB device number 3 using xhci_hcd
2572,Other,2025/05/22 17:01:35 ad-controller-01 dhclient[25322]: DHCPREQUEST on eth1 to 192.168.245.17 port 67
2573,Other,May 03 09:00:40 vpn-gateway NetworkManager[38640]: <info> (eth0): device state change: ip-config -> activated
2574,Email,"May 18 00:30:15 monitoring-01 postfix/smtp[62299]: 0D682CFA8F: to=<user@example.com>, relay=mail.gmail.com, status=bounced"
2575,System,kernel: [UFW BLOCK] IN=eth1 OUT= MAC=d4:c4:c3:98:66:72 SRC=172.18.94.90 DST=192.168.58.243
2576,Database,2025-05-22 16:18:27 file-server postgres[50657]: LOG: checkpoint starting: checkpoint
2577,Cron,anacron[51476]: Job 'cron.monthly' started
2578,Linux,systemd[1]: Stopped PostgreSQL - Database Server.
2579,Email,"postfix/smtp[47757]: 642CA2DDBF: to=<helpdesk@example.com>, relay=mail.gmail.com, status=bounced"
2580,WebServer,apache2[3422]: 172.16.182.27 - - [206911] 'PUT /images/logo.png HTTP/1.1' bounced 36522
2581,Cron,2025-05-25 12:07:13 k8s-worker-01 CRON[58124]: (monitoring) CMD (php /var/www/cron.php)
2582,Container,[12/May/2025:04:13:28 +0000] loadbalancer docker[9033]: Container 03785338315b removed
2583,Email,"postfix/smtp[10443]: C67A11E694: to=<developer@example.com>, relay=mail.yahoo.com, status=sent"
2584,Linux,2025/05/24 14:04:08 proxy-01 systemd[1]: Stopped Apache - Database Server.
2585,Container,May 14 02:06:41 db-master containerd[32411]: time='563311' level=info msg='Image pulled'
2586,Email,dovecot[37788]: imap(demo): Disconnected: time in=1666 out=7307
2587,System,kernel: [UFW BLOCK] IN=eth0 OUT= MAC=2a:68:fa:1a:f0:df SRC=198.51.100.174.30 DST=10.0.247.127
2588,Database,2025/04/30 23:21:55 k8s-master-01 mysql[29987]: InnoDB: Starting crash recovery
2589,Container,[06/May/2025:18:51:30 +0000] web-prod-02 docker[40682]: Container efe640ed6108 started
2590,System,[13/May/2025:19:23:45 +0000] ldap-master kernel: [809567] usb 2-8: new high-speed USB device number 4 using xhci_hcd
2591,Cron,May 08 07:32:01 monitoring-01 CRON[24467]: (analyst) CMD (/usr/bin/updatedb)
2592,WebServer,apache2[1786]: 10.0.59.55 - - [489447] 'GET /images/logo.png HTTP/1.1' deferred 56214
2593,Cron,2025-04-26T14:34:18.046739Z jenkins-master anacron[57813]: Job 'cron.daily' started
2594,System,kernel: Out of memory: Kill process 46591 (firefox) score 570 or sacrifice child
2595,Cron,2025-04-27 17:32:05 proxy-01 anacron[8021]: Job 'cron.weekly' started
2596,System,"2025-05-18T10:44:47.046739Z app-server-01 kernel: CPU6: Temperature above threshold, cpu clock throttled"
2597,System,"[25/May/2025:02:40:18 +0000] db-master kernel: CPU2: Temperature above threshold, cpu clock throttled"
2598,Database,May 11 20:01:49 mail-server postgres[52617]: LOG: checkpoint starting: shutdown
2599,WebServer,2025-04-26T02:00:12.046739Z jenkins-master apache2[36297]: 203.0.113.197.175 - - [180867] 'PUT /index.html HTTP/1.1' deferred 64005
2600,Other,2025/05/14 22:35:04 ldap-master NetworkManager[54527]: <info> (ens33): device state change: ip-config -> activated
2601,Linux,2025-05-11T14:07:46.046739Z db-slave-01 systemd[1]: Stopped Nginx - Application Container.
2602,Database,2025-05-24 16:21:52 app-server-01 mysql[39714]: InnoDB: Log file created
2603,Email,2025-05-02T13:32:16.046739Z k8s-master-01 dovecot[40218]: imap(apache): Disconnected: time in=4233 out=38522
2604,Cron,[24/May/2025:18:41:15 +0000] app-server-01 CRON[21295]: (david) CMD (php /var/www/cron.php)
2605,System,kernel: Out of memory: Kill process 23483 (firefox) score 891 or sacrifice child
2606,Database,[23/May/2025:09:43:59 +0000] backup-server mysql[42067]: InnoDB: Log file created
2607,System,kernel: [739743] usb 2-7: new high-speed USB device number 3 using xhci_hcd
2608,WebServer,2025/05/26 20:29:08 jenkins-master nginx[23472]: 192.168.94.100 - - [614357] 'PUT /api/data HTTP/1.1' deferred 17861
2609,Container,[21/May/2025:07:07:29 +0000] ldap-master containerd[59453]: time='152433' level=info msg='Container stopped'
2610,Email,2025-05-08 13:16:58 app-server-01 dovecot[7250]: imap(operator): Disconnected: time in=5835 out=43956
2611,Container,Apr 26 11:44:47 ad-controller-01 docker[45713]: Container 04e277a15a5c created
2612,Email,"2025-05-26T05:02:58.046739Z db-slave-01 postfix/smtp[41149]: 4F537E5E92: to=<administrator@example.com>, relay=mail.gmail.com, status=sent"
2613,Container,May 02 06:19:28 proxy-01 docker[51333]: Container c175d8df8fd8 removed
2614,Cron,May 06 15:04:33 jenkins-master anacron[31880]: Job 'cron.monthly' started
2615,System,2025-05-01 21:22:44 web-prod-02 kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=3d:55:7b:90:7e:fa SRC=198.51.100.239.249 DST=172.18.12.135
2616,Email,2025-05-19 23:03:04 loadbalancer dovecot[6666]: imap(web_admin): Disconnected: time in=9355 out=5767
2617,WebServer,2025-05-26 16:39:13 db-master nginx[8156]: 198.51.100.16.47 - - [526053] 'PUT /index.html HTTP/1.1' bounced 24562
2618,Cron,2025-05-10T04:13:55.047742Z app-server-01 anacron[16744]: Job 'cron.weekly' started
2619,Linux,May 14 21:05:15 loadbalancer systemd[1]: Started Docker - Message Queue.
2620,System,2025-05-08 02:54:05 k8s-master-01 kernel: [928447] usb 3-3: new high-speed USB device number 9 using xhci_hcd
2621,WebServer,[26/Apr/2025:23:45:01 +0000] backup-server apache2[32788]: 198.51.100.11.130 - - [781247] 'GET /images/logo.png HTTP/1.1' bounced 77978
2622,Cron,CRON[58880]: (nginx) CMD (php /var/www/cron.php)
2623,Other,2025-05-11 13:00:23 db-slave-01 NetworkManager[37760]: <info> (eth1): device state change: ip-config -> activated
2624,System,[15/May/2025:07:29:35 +0000] ldap-master kernel: [UFW BLOCK] IN=wlan0 OUT= MAC=2f:1b:cd:5f:12:bb SRC=100.64.109.4 DST=2001:db8::225d
2625,Cron,anacron[56719]: Job 'cron.daily' started
2626,Container,[09/May/2025:17:48:31 +0000] k8s-worker-02 docker[16556]: Container e0c9b0dde0be created
2627,System,2025-04-30T22:15:51.047742Z mail-server kernel: Out of memory: Kill process 43735 (python) score 101 or sacrifice child
2628,System,May 17 13:17:04 k8s-master-01 kernel: Out of memory: Kill process 38203 (python) score 545 or sacrifice child
2629,Database,May 02 02:48:51 db-master mysql[3153]: InnoDB: Starting crash recovery
2630,Other,2025-04-29 03:20:23 mail-server dhclient[25154]: DHCPREQUEST on eth1 to 203.0.113.253.111 port 67
2631,Cron,May 12 12:25:43 db-master CRON[45465]: (jenkins) CMD (php /var/www/cron.php)
2632,Email,"May 09 05:51:41 vpn-gateway postfix/smtp[62366]: 7857A00908: to=<postgres@example.com>, relay=mail.yahoo.com, status=bounced"
2633,Container,2025-05-11 00:52:37 proxy-02 containerd[24425]: time='465231' level=info msg='Container exec started'
2634,Container,2025-04-28 13:10:59 mail-server containerd[30175]: time='733801' level=info msg='Container stopped'
2635,Container,2025-04-28 23:02:55 mail-server containerd[54460]: time='819845' level=info msg='Image pulled'
2636,Linux,May 13 16:34:02 jenkins-master systemd[1]: Stopped Apache - Application Container.
2637,Linux,2025-05-12 00:12:13 k8s-worker-02 systemd[1]: Started PostgreSQL - Web Server.
2638,WebServer,[03/May/2025:11:30:44 +0000] mail-server apache2[31022]: 192.168.23.118 - - [314291] 'GET /images/logo.png HTTP/1.1' deferred 87844
2639,Container,2025-05-12T23:04:50.047742Z web-prod-02 containerd[4830]: time='299500' level=info msg='Container stopped'
2640,Database,postgres[27272]: LOG: checkpoint starting: xlog
2641,Other,[19/May/2025:12:30:50 +0000] web-prod-02 NetworkManager[64519]: <info> (wlan0): device state change: ip-config -> activated
2642,Email,"postfix/smtp[26063]: 65CDD85D82: to=<app_user@example.com>, relay=mail.outlook.com, status=bounced"
2643,Database,2025-05-02 21:10:05 mail-server postgres[5173]: LOG: checkpoint starting: time
2644,Email,[20/May/2025:05:43:15 +0000] vpn-gateway dovecot[54614]: imap(john): Disconnected: xlog in=7694 out=47716
2645,Other,NetworkManager[52070]: <info> (wlan0): device state change: ip-config -> activated
2646,Other,2025-05-10 17:40:44 web-prod-02 NetworkManager[41450]: <info> (eth0): device state change: ip-config -> activated
2647,Cron,May 25 00:00:08 ldap-master anacron[33599]: Job 'cron.daily' started
2648,Container,containerd[63088]: time='815756' level=info msg='Container stopped'
2649,Linux,2025-04-27T18:18:43.048739Z ad-controller-01 systemd[1]: Stopped Nginx - Database Server.
2650,System,kernel: [822665] usb 4-7: new high-speed USB device number 6 using xhci_hcd
2651,Email,"postfix/smtp[59031]: D9DA873C1C: to=<dbuser@example.com>, relay=mail.gmail.com, status=deferred"
2652,System,"kernel: CPU1: Temperature above threshold, cpu clock throttled"
2653,Database,mysql[48345]: InnoDB: Buffer pool initialized
2654,Cron,2025/05/16 17:50:51 ldap-master anacron[42559]: Job 'cron.weekly' started
2655,WebServer,apache2[22676]: 172.16.254.127 - - [112165] 'POST /css/style.css HTTP/1.1' bounced 57231
2656,Database,2025-05-12 12:27:59 ad-controller-01 mysql[54800]: InnoDB: Log file created
2657,System,kernel: [UFW BLOCK] IN=ens33 OUT= MAC=e1:1e:80:60:50:ca SRC=198.51.100.138.86 DST=10.0.137.164
2658,Database,[03/May/2025:14:48:02 +0000] proxy-02 postgres[56919]: LOG: checkpoint starting: time
2659,Database,2025-04-27 02:25:10 k8s-master-01 mysql[27963]: InnoDB: Starting crash recovery
2660,WebServer,apache2[23311]: 192.168.179.42 - - [963004] 'POST /api/data HTTP/1.1' bounced 14872
2661,System,"kernel: CPU3: Temperature above threshold, cpu clock throttled"
2662,Database,postgres[58243]: LOG: checkpoint starting: shutdown
2663,Container,2025/05/09 11:14:36 db-slave-01 containerd[42414]: time='919741' level=info msg='Image pulled'
2664,System,kernel: Out of memory: Kill process 54131 (node) score 131 or sacrifice child
2665,Linux,[15/May/2025:17:42:46 +0000] proxy-01 systemd[1]: Stopped Docker - Database Server.
2666,Container,2025/05/18 02:45:10 gitlab-runner-01 docker[55411]: Container 46faae9443a0 started
2667,Other,NetworkManager[27252]: <info> (ens33): device state change: ip-config -> activated
2668,WebServer,nginx[27589]: 2001:db8::d28 - - [780614] 'POST /index.html HTTP/1.1' sent 52437
2669,Linux,systemd[1]: Stopped Docker - Web Server.
2670,System,kernel: Out of memory: Kill process 43574 (chrome) score 671 or sacrifice child
2671,Linux,2025-05-26 06:32:54 auth-server systemd[1]: Stopped Nginx - Web Server.
2672,Cron,2025/05/24 18:24:03 proxy-02 CRON[11344]: (gitlab) CMD (/usr/local/bin/backup.sh)
2673,Linux,systemd[1]: Stopped MySQL - Web Server.
2674,Database,2025/04/27 13:46:07 vpn-gateway mysql[10726]: InnoDB: Buffer pool initialized
2675,Container,containerd[37168]: time='580082' level=info msg='Container stopped'
2676,System,2025/05/26 21:43:40 mail-server kernel: [UFW BLOCK] IN=eth0 OUT= MAC=e4:fc:1b:96:59:89 SRC=203.0.113.133.197 DST=10.0.197.121
2677,Linux,May 22 08:50:56 db-slave-01 systemd[1]: Stopped PostgreSQL - Database Server.
2678,System,[15/May/2025:13:13:20 +0000] auth-server kernel: [299713] usb 4-1: new high-speed USB device number 1 using xhci_hcd
2679,Database,mysql[27586]: InnoDB: Log file created
2680,Linux,2025-05-03T17:22:03.049739Z k8s-worker-02 systemd[1]: Stopped Nginx - Message Queue.
2681,Database,"postfix/smtp[65535]: B003965EC1: to=<oracle@example.com>, relay=mail.outlook.com, status=bounced"
2682,Database,2025/05/01 18:05:15 ad-controller-01 mysql[31633]: InnoDB: Log file created
2683,System,2025-05-20T01:45:07.049739Z vpn-gateway kernel: [UFW BLOCK] IN=ens33 OUT= MAC=91:60:e8:71:96:dd SRC=172.17.103.113 DST=10.0.18.3
2684,Other,2025-05-19 14:00:54 gitlab-runner-01 NetworkManager[19075]: <info> (eth1): device state change: ip-config -> activated
2685,Other,NetworkManager[64042]: <info> (eth1): device state change: ip-config -> activated
2686,System,"2025/05/06 05:37:52 file-server kernel: CPU4: Temperature above threshold, cpu clock throttled"
2687,Database,mysql[2023]: InnoDB: Starting crash recovery
2688,System,2025-05-21T14:21:51.049739Z file-server kernel: Out of memory: Kill process 47523 (java) score 708 or sacrifice child
